,Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Trip_duration
5901,96059557,1,2017-11-12 20:47:14,2017-11-12 21:17:03,1,11.3,1,N,138,142,2,33.0,0.5,0.5,0.0,5.76,0.3,40.06,0 days 00:29:49
5902,24140032,2,2017-03-23 09:51:09,2017-03-23 09:58:41,2,1.63,1,N,166,238,1,7.5,0.0,0.5,2.0,0.0,0.3,10.3,0 days 00:07:32
5903,48876738,1,2017-06-06 16:18:38,2017-06-06 16:32:23,1,2.5,1,N,88,249,2,11.5,1.0,0.5,0.0,0.0,0.3,13.3,0 days 00:13:45
5904,26091818,1,2017-03-30 09:27:56,2017-03-30 09:34:27,1,0.7,1,N,186,90,1,6.0,0.0,0.5,2.0,0.0,0.3,8.8,0 days 00:06:31
5905,92093886,1,2017-10-31 20:36:15,2017-10-31 20:40:59,1,0.9,1,N,239,238,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15,0 days 00:04:44
5906,79897775,2,2017-09-23 01:56:16,2017-09-23 02:14:33,1,5.07,1,N,249,262,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,0 days 00:18:17
5907,80981823,2,2017-09-26 18:36:56,2017-09-26 19:20:00,1,1.63,1,N,107,233,2,24.5,1.0,0.5,0.0,0.0,0.3,26.3,0 days 00:43:04
5908,981042,2,2017-01-04 12:28:26,2017-01-04 12:42:28,5,2.81,1,N,142,234,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36,0 days 00:14:02
5909,41179598,2,2017-05-08 21:20:06,2017-05-08 21:25:20,6,0.96,1,N,230,142,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,0 days 00:05:14
5910,96571464,1,2017-11-14 16:48:31,2017-11-14 17:22:31,2,2.8,1,N,141,186,1,20.5,1.0,0.5,2.01,0.0,0.3,24.31,0 days 00:34:00
5911,29238967,2,2017-04-08 14:28:56,2017-04-08 14:42:22,1,1.86,1,N,97,17,1,10.5,0.0,0.5,3.39,0.0,0.3,14.69,0 days 00:13:26
5912,97418986,1,2017-11-17 02:21:26,2017-11-17 02:29:44,1,2.0,1,N,230,234,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,0 days 00:08:18
5913,46654505,2,2017-05-31 17:57:45,2017-05-31 18:04:24,4,0.62,1,N,141,43,1,5.5,1.0,0.5,1.46,0.0,0.3,8.76,0 days 00:06:39
5914,77780539,2,2017-09-15 21:56:20,2017-09-15 22:04:54,3,1.09,1,N,100,233,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3,0 days 00:08:34
5915,56083412,2,2017-06-10 01:01:56,2017-06-10 01:07:56,3,1.43,1,N,223,7,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,0 days 00:06:00
5916,111166415,2,2017-01-14 17:48:58,2017-01-14 18:02:29,2,2.26,1,N,79,186,1,11.0,0.0,0.5,5.0,0.0,0.3,16.8,0 days 00:13:31
5917,54322619,1,2017-06-26 02:33:23,2017-06-26 02:36:26,1,0.6,1,N,68,48,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,0 days 00:03:03
5918,754719,2,2017-01-03 15:26:44,2017-01-03 15:30:37,1,0.67,1,N,237,237,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,0 days 00:03:53
5919,21731949,1,2017-03-16 15:13:33,2017-03-16 15:47:47,1,16.1,3,N,68,1,1,63.5,0.0,0.0,15.0,10.5,0.3,89.3,0 days 00:34:14
5920,17159566,2,2017-03-02 10:38:57,2017-03-02 10:51:18,1,1.92,1,N,158,231,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,0 days 00:12:21
5921,60003960,1,2017-07-14 17:56:55,2017-07-14 18:25:16,1,1.0,1,N,162,48,2,16.5,1.0,0.5,0.0,0.0,0.3,18.3,0 days 00:28:21
5922,99650758,1,2017-11-24 20:34:17,2017-11-24 20:41:26,3,2.8,1,N,140,74,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0 days 00:07:09
5923,47787607,1,2017-06-03 00:57:31,2017-06-03 01:02:47,4,0.6,1,N,79,79,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,0 days 00:05:16
5924,18329337,2,2017-03-05 00:23:11,2017-03-05 00:37:45,1,3.65,1,N,162,226,1,14.0,0.5,0.5,2.5,0.0,0.3,17.8,0 days 00:14:34
5925,68090408,1,2017-08-11 19:29:03,2017-08-11 19:31:22,1,0.6,1,N,170,229,1,4.0,1.0,0.5,1.15,0.0,0.3,6.95,0 days 00:02:19
5926,73466404,2,2017-09-01 04:52:24,2017-09-01 04:57:35,1,1.13,1,N,116,41,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0 days 00:05:11
5927,99879190,2,2017-11-25 18:09:41,2017-11-25 18:16:44,1,0.99,1,N,158,249,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,0 days 00:07:03
5928,81584326,2,2017-09-28 16:10:29,2017-09-28 16:27:20,1,1.18,1,N,50,230,1,11.0,1.0,0.5,2.56,0.0,0.3,15.36,0 days 00:16:51
5929,22457913,2,2017-03-18 17:50:54,2017-03-18 18:16:12,1,8.18,1,N,158,4,1,25.5,0.0,0.5,5.26,0.0,0.3,31.56,0 days 00:25:18
5930,20561954,1,2017-03-12 05:15:10,2017-03-12 05:17:27,1,0.5,1,N,242,242,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0 days 00:02:17
5931,62952784,2,2017-07-24 20:58:58,2017-07-24 21:09:09,1,1.72,1,N,141,142,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,0 days 00:10:11
5932,53836125,2,2017-06-24 12:09:58,2017-06-24 12:15:45,1,0.74,1,N,263,236,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0 days 00:05:47
5933,22081595,1,2017-03-17 17:55:49,2017-03-17 18:11:10,1,1.3,1,N,68,234,1,10.5,1.0,0.5,2.21,0.0,0.3,14.51,0 days 00:15:21
5934,89277162,2,2017-10-23 00:22:18,2017-10-23 00:34:19,2,3.02,1,N,68,239,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,0 days 00:12:01
5935,106367605,2,2017-12-15 16:50:10,2017-12-15 17:10:39,1,2.66,1,N,141,137,1,14.5,1.0,0.5,3.5,0.0,0.3,19.8,0 days 00:20:29
5936,107547606,1,2017-12-19 08:01:55,2017-12-19 08:13:13,3,1.0,1,N,41,152,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,0 days 00:11:18
5937,31199412,1,2017-04-17 07:31:01,2017-04-17 07:39:36,1,1.1,1,N,142,161,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3,0 days 00:08:35
5938,59265875,1,2017-07-12 11:39:52,2017-07-12 12:11:29,1,6.3,1,N,161,217,1,25.5,0.0,0.5,3.0,0.0,0.3,29.3,0 days 00:31:37
5939,15551540,1,2017-02-26 14:15:40,2017-02-26 14:27:00,3,2.5,1,N,234,261,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55,0 days 00:11:20
5940,109980114,2,2017-12-28 11:43:29,2017-12-28 12:21:00,1,3.28,1,N,90,239,1,23.0,0.0,0.5,1.0,0.0,0.3,24.8,0 days 00:37:31
5941,1641445,2,2017-01-20 15:25:07,2017-01-20 15:34:06,1,1.31,1,N,179,7,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0 days 00:08:59
5942,105977306,1,2017-12-14 15:46:14,2017-12-14 15:56:50,1,0.5,1,N,68,48,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,0 days 00:10:36
5943,58290753,2,2017-07-08 20:37:25,2017-07-08 20:40:11,1,0.63,1,N,237,163,1,4.0,0.5,0.5,0.53,0.0,0.3,5.83,0 days 00:02:46
5944,11513372,1,2017-02-07 07:44:54,2017-02-07 07:56:57,1,1.5,1,N,142,237,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,0 days 00:12:03
5945,43944186,1,2017-05-20 20:05:18,2017-05-20 20:19:10,1,1.6,1,N,239,140,1,10.0,0.5,0.5,2.8,0.0,0.3,14.1,0 days 00:13:52
5946,111203088,2,2017-01-14 19:38:03,2017-01-14 19:58:39,6,2.29,1,N,186,107,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76,0 days 00:20:36
5947,78336990,2,2017-09-17 15:02:42,2017-09-17 15:13:32,1,1.7,1,N,162,234,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25,0 days 00:10:50
5948,57004640,1,2017-07-03 17:12:51,2017-07-03 17:27:19,1,2.7,1,N,231,234,1,12.0,1.0,0.5,2.75,0.0,0.3,16.55,0 days 00:14:28
5949,74368160,2,2017-09-05 06:42:38,2017-09-05 06:53:02,4,2.55,1,N,141,234,1,10.5,0.0,0.5,1.5,0.0,0.3,12.8,0 days 00:10:24
5950,90671165,1,2017-10-27 11:42:16,2017-10-27 11:48:47,2,0.7,1,N,162,162,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8,0 days 00:06:31
5951,33824403,1,2017-04-24 09:40:09,2017-04-24 09:49:58,1,1.9,1,N,239,41,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,0 days 00:09:49
5952,21943480,1,2017-03-17 07:25:15,2017-03-17 07:46:55,1,5.6,1,N,142,13,1,20.0,0.0,0.5,1.0,0.0,0.3,21.8,0 days 00:21:40
5953,46080164,1,2017-05-29 18:06:23,2017-05-29 18:22:12,1,2.4,1,N,186,224,3,12.0,0.0,0.5,0.0,0.0,0.3,12.8,0 days 00:15:49
5954,16846825,1,2017-03-01 13:02:22,2017-03-01 13:09:03,1,0.5,1,N,237,237,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0 days 00:06:41
5955,5918667,1,2017-01-28 12:24:04,2017-01-28 12:36:35,1,4.3,1,N,141,79,1,15.5,0.0,0.5,3.25,0.0,0.3,19.55,0 days 00:12:31
5956,22329165,2,2017-03-18 10:49:45,2017-03-18 11:08:48,3,5.28,1,N,41,246,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8,0 days 00:19:03
5957,84234308,2,2017-10-07 01:20:14,2017-10-07 01:27:40,1,1.07,1,N,249,114,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0 days 00:07:26
5958,7689344,2,2017-02-02 16:29:46,2017-02-02 16:34:56,1,0.72,1,N,68,48,1,5.5,1.0,0.5,2.19,0.0,0.3,9.49,0 days 00:05:10
5959,82894214,2,2017-10-02 20:58:51,2017-10-02 21:00:59,1,0.82,1,N,143,238,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,0 days 00:02:08
5960,52045031,2,2017-06-19 13:33:08,2017-06-19 13:37:18,1,0.56,1,N,236,236,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0 days 00:04:10
5961,57255093,1,2017-07-04 23:00:19,2017-07-04 23:21:18,2,9.5,1,N,138,234,1,28.5,0.5,0.5,3.83,8.5,0.3,42.13,0 days 00:20:59
5962,86077861,1,2017-10-13 01:30:10,2017-10-13 01:34:33,1,0.8,1,N,79,234,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0 days 00:04:23
5963,94572992,2,2017-11-08 13:07:20,2017-11-08 13:15:35,5,1.37,1,N,230,143,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0 days 00:08:15
5964,106728545,1,2017-12-16 16:35:12,2017-12-16 16:48:02,1,1.6,1,N,237,142,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95,0 days 00:12:50
5965,844458,2,2017-01-03 21:03:00,2017-01-03 21:12:38,1,1.58,1,N,230,233,1,8.5,0.5,0.5,1.47,0.0,0.3,11.27,0 days 00:09:38
5966,18119710,1,2017-03-04 16:15:31,2017-03-04 16:22:57,1,1.3,1,N,50,239,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0 days 00:07:26
5967,87522298,2,2017-10-17 16:19:53,2017-10-17 16:23:41,5,0.44,1,N,236,236,1,4.5,1.0,0.5,1.0,0.0,0.3,7.3,0 days 00:03:48
5968,7014255,2,2017-01-31 15:39:30,2017-01-31 15:53:13,6,4.31,1,N,164,209,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96,0 days 00:13:43
5969,71052869,2,2017-08-22 23:42:55,2017-08-23 00:18:13,1,8.02,1,N,79,42,1,28.5,0.5,0.5,5.96,0.0,0.3,35.76,0 days 00:35:18
5970,31864243,2,2017-04-18 23:44:49,2017-04-18 23:57:27,2,3.75,1,N,234,45,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36,0 days 00:12:38
5971,79558943,2,2017-09-21 23:36:38,2017-09-21 23:47:09,1,2.24,1,N,125,246,1,9.5,0.5,0.5,1.19,0.0,0.3,11.99,0 days 00:10:31
5972,41489797,2,2017-05-09 19:29:29,2017-05-09 19:40:06,1,1.29,1,N,142,50,1,8.5,1.0,0.5,2.58,0.0,0.3,12.88,0 days 00:10:37
5973,61603701,2,2017-07-20 07:54:57,2017-07-20 08:01:15,1,1.25,1,N,13,231,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12,0 days 00:06:18
5974,90379750,1,2017-10-26 15:22:27,2017-10-26 15:29:24,1,0.6,1,N,113,158,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0 days 00:06:57
5975,42890385,1,2017-05-13 14:28:58,2017-05-13 14:30:34,2,0.5,1,N,237,236,1,3.5,0.0,0.5,1.29,0.0,0.3,5.59,0 days 00:01:36
5976,2289132,2,2017-01-09 17:29:15,2017-01-09 17:41:42,1,0.98,1,N,137,186,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8,0 days 00:12:27
5977,29088112,2,2017-04-08 01:35:05,2017-04-08 01:57:43,1,7.01,1,N,148,239,1,22.5,0.5,0.5,2.38,0.0,0.3,26.18,0 days 00:22:38
5978,73824657,2,2017-09-02 15:04:39,2017-09-02 15:09:36,5,1.13,1,N,142,239,1,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0 days 00:04:57
5979,78007675,2,2017-09-16 15:03:58,2017-09-16 15:31:47,2,12.36,1,N,138,64,1,33.5,0.0,0.5,6.86,0.0,0.3,41.16,0 days 00:27:49
5980,52975215,1,2017-06-22 07:17:11,2017-06-22 07:30:19,1,2.7,1,N,148,162,1,11.5,0.0,0.5,1.7,0.0,0.3,14.0,0 days 00:13:08
5981,92897424,1,2017-11-03 09:35:06,2017-11-03 09:58:53,1,1.6,1,N,236,161,1,15.0,0.0,0.5,3.95,0.0,0.3,19.75,0 days 00:23:47
5982,31819797,1,2017-04-18 21:19:59,2017-04-18 21:41:31,1,2.3,1,N,161,263,1,15.0,0.5,0.5,1.5,0.0,0.3,17.8,0 days 00:21:32
5983,20525431,1,2017-03-12 01:32:06,2017-03-12 01:36:01,1,1.4,1,N,236,151,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,0 days 00:03:55
5984,26867377,2,2017-04-01 17:55:36,2017-04-01 17:58:22,1,0.48,1,N,107,170,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,0 days 00:02:46
5985,88507235,1,2017-10-20 16:00:03,2017-10-20 16:50:29,1,4.7,1,N,234,75,1,30.0,1.0,0.5,6.35,0.0,0.3,38.15,0 days 00:50:26
5986,89079222,2,2017-10-22 10:51:10,2017-10-22 10:52:15,5,0.36,1,N,234,234,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,0 days 00:01:05
5987,11660812,1,2017-02-07 15:38:12,2017-02-07 15:45:29,1,1.1,1,N,162,48,1,6.5,0.0,0.5,2.15,0.0,0.3,9.45,0 days 00:07:17
5988,50893947,2,2017-06-16 06:40:37,2017-06-16 06:46:26,1,0.97,1,N,100,161,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0 days 00:05:49
5989,17780813,2,2017-03-03 20:05:53,2017-03-03 20:14:51,1,2.19,1,N,43,41,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,0 days 00:08:58
5990,40159015,2,2017-05-18 08:52:20,2017-05-18 09:01:59,2,1.13,1,N,162,170,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,0 days 00:09:39
5991,79685952,2,2017-09-22 12:57:05,2017-09-22 13:08:08,1,1.25,1,N,237,236,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,0 days 00:11:03
5992,5851678,2,2017-01-28 07:10:59,2017-01-28 07:24:39,1,2.71,1,N,4,246,1,12.0,0.0,0.5,1.92,0.0,0.3,14.72,0 days 00:13:40
5993,632926,1,2017-01-03 07:40:36,2017-01-03 08:01:49,1,3.4,1,N,13,234,1,16.0,0.0,0.5,3.35,0.0,0.3,20.15,0 days 00:21:13
5994,86966368,1,2017-10-15 18:49:49,2017-10-15 18:57:01,1,1.2,1,N,161,142,1,7.0,0.0,0.5,0.02,0.0,0.3,7.82,0 days 00:07:12
5995,48145247,2,2017-06-29 21:28:45,2017-06-29 21:35:06,5,0.68,1,N,161,186,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,0 days 00:06:21
5996,36242997,1,2017-04-29 13:09:46,2017-04-29 13:16:31,1,0.7,1,N,262,75,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0 days 00:06:45
5997,8656194,2,2017-02-05 05:54:17,2017-02-05 06:12:10,1,7.37,1,N,230,82,2,23.0,0.5,0.5,0.0,5.54,0.3,29.84,0 days 00:17:53
5998,83330887,1,2017-10-04 11:37:23,2017-10-04 12:02:47,1,1.1,1,N,236,237,1,15.5,0.0,0.5,2.0,0.0,0.3,18.3,0 days 00:25:24
5999,8189034,2,2017-02-03 22:31:37,2017-02-03 22:39:35,1,1.55,1,N,230,237,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,0 days 00:07:58
6000,100016939,1,2017-11-26 09:19:39,2017-11-26 09:34:36,2,3.4,1,N,238,100,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15,0 days 00:14:57
6001,48266556,1,2017-06-04 09:44:17,2017-06-04 09:59:18,1,2.5,1,N,151,142,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95,0 days 00:15:01
6002,75467367,2,2017-09-08 15:59:21,2017-09-08 16:05:30,1,0.75,1,N,236,141,1,5.5,1.0,0.5,1.82,0.0,0.3,9.12,0 days 00:06:09
6003,57233844,1,2017-07-04 22:35:09,2017-07-04 22:50:27,1,6.5,1,N,87,228,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,0 days 00:15:18
6004,51598409,2,2017-06-18 09:15:15,2017-06-18 09:23:29,1,1.78,1,N,186,79,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,0 days 00:08:14
6005,50678435,2,2017-06-15 15:52:54,2017-06-15 16:05:41,1,1.59,1,N,100,143,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,0 days 00:12:47
6006,6105254,2,2017-01-29 14:03:52,2017-01-29 14:08:09,5,0.43,1,N,143,50,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89,0 days 00:04:17
6007,53811359,2,2017-06-24 10:27:32,2017-06-24 10:31:49,2,1.25,1,N,234,249,1,6.0,0.0,0.5,2.0,0.0,0.3,8.8,0 days 00:04:17
6008,63168799,1,2017-07-25 16:09:52,2017-07-25 16:21:58,2,0.9,1,N,234,164,1,8.5,1.0,0.5,2.05,0.0,0.3,12.35,0 days 00:12:06
6009,68292268,2,2017-08-12 14:03:46,2017-08-12 14:06:56,1,0.58,1,N,79,224,1,4.5,0.0,0.5,1.7,0.0,0.3,7.0,0 days 00:03:10
6010,42634412,1,2017-05-12 21:42:36,2017-05-12 21:47:19,1,1.1,1,N,263,75,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,0 days 00:04:43
6011,96465475,1,2017-11-14 09:47:51,2017-11-14 09:57:45,1,0.8,1,N,75,236,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0 days 00:09:54
6012,33484616,1,2017-04-23 07:51:51,2017-04-23 08:07:56,2,10.2,1,N,125,138,2,29.0,0.0,0.5,0.0,0.0,0.3,29.8,0 days 00:16:05
6013,84578854,2,2017-10-08 02:32:49,2017-10-08 02:36:35,1,0.88,1,N,249,68,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0 days 00:03:46
6014,14253786,2,2017-02-22 20:00:19,2017-02-22 20:03:08,3,0.82,1,N,142,239,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0 days 00:02:49
6015,25209031,2,2017-03-27 21:34:44,2017-03-27 21:48:29,2,3.27,1,N,164,140,1,12.5,0.5,0.5,0.0,0.0,0.3,13.8,0 days 00:13:45
6016,105288416,1,2017-12-12 16:14:23,2017-12-12 16:35:37,1,1.3,1,N,161,186,2,13.5,1.0,0.5,0.0,0.0,0.3,15.3,0 days 00:21:14
6017,68936536,1,2017-08-15 08:55:16,2017-08-15 09:49:13,1,17.5,2,N,163,132,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,0 days 00:53:57
6018,89186732,1,2017-10-22 17:37:31,2017-10-22 17:45:02,1,1.2,1,N,163,141,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8,0 days 00:07:31
6019,32115510,2,2017-04-19 18:07:14,2017-04-19 18:25:45,5,3.63,1,N,170,148,1,15.0,1.0,0.5,1.08,0.0,0.3,17.88,0 days 00:18:31
6020,93853616,2,2017-11-06 07:56:07,2017-11-06 08:40:23,1,8.94,1,N,138,170,1,32.5,0.0,0.5,5.0,5.76,0.3,44.06,0 days 00:44:16
6021,111356573,2,2017-01-15 08:56:22,2017-01-15 09:01:07,1,0.96,1,N,137,162,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0 days 00:04:45
6022,40673008,2,2017-05-19 17:16:03,2017-05-19 17:31:52,1,0.62,1,N,230,50,1,10.5,1.0,0.5,2.46,0.0,0.3,14.76,0 days 00:15:49
6023,105797977,2,2017-12-14 00:50:57,2017-12-14 00:56:42,2,0.64,1,N,148,144,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,0 days 00:05:45
6024,83942930,1,2017-10-06 08:43:58,2017-10-06 08:58:24,1,2.3,1,N,239,161,1,11.0,0.0,0.5,2.35,0.0,0.3,14.15,0 days 00:14:26
6025,32451752,2,2017-04-20 17:11:24,2017-04-20 17:23:44,1,0.76,1,N,162,230,2,8.5,1.0,0.5,0.0,0.0,0.3,10.3,0 days 00:12:20
6026,3250089,2,2017-01-14 15:37:18,2017-01-14 15:41:13,1,0.48,1,N,234,137,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0 days 00:03:55
6027,33963560,1,2017-04-24 18:17:24,2017-04-24 18:32:25,1,2.1,1,N,237,164,1,11.0,1.0,0.5,3.2,0.0,0.3,16.0,0 days 00:15:01
6028,109609395,1,2017-12-26 19:09:08,2017-12-26 19:20:37,1,2.1,1,N,234,148,1,10.0,1.0,0.5,2.0,0.0,0.3,13.8,0 days 00:11:29
6029,28407381,1,2017-04-06 09:58:31,2017-04-06 10:03:38,1,0.5,1,N,75,263,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0 days 00:05:07
6030,71958351,1,2017-08-26 07:33:34,2017-08-26 07:41:00,2,1.4,1,N,100,246,1,7.5,0.0,0.5,2.05,0.0,0.3,10.35,0 days 00:07:26
6031,21458367,1,2017-03-15 18:02:44,2017-03-15 19:14:29,1,22.1,2,N,264,264,2,52.0,4.5,0.5,0.0,5.54,0.3,62.84,0 days 01:11:45
6032,95127537,1,2017-11-10 02:45:50,2017-11-10 02:58:41,1,3.7,1,N,231,50,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3,0 days 00:12:51
6033,10836723,2,2017-02-14 18:34:42,2017-02-14 18:44:44,1,1.02,1,N,237,43,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3,0 days 00:10:02
6034,106756395,1,2017-12-16 17:36:07,2017-12-16 17:46:37,1,3.9,1,N,138,83,1,13.0,0.0,0.5,2.0,0.0,0.3,15.8,0 days 00:10:30
6035,99791655,2,2017-11-25 13:30:31,2017-11-25 13:45:06,1,2.49,1,N,107,231,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,0 days 00:14:35
6036,37708476,2,2017-05-03 21:11:45,2017-05-03 21:18:41,1,0.85,1,N,234,68,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0 days 00:06:56
6037,31281406,2,2017-04-28 15:21:51,2017-04-28 15:37:33,2,1.94,1,N,186,162,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,0 days 00:15:42
6038,62665801,1,2017-07-23 18:11:55,2017-07-23 18:17:54,1,0.9,1,N,264,264,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0 days 00:05:59
6039,80825889,2,2017-09-26 08:53:37,2017-09-26 09:09:43,1,1.59,1,N,143,230,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,0 days 00:16:06
6040,60237796,2,2017-07-15 13:43:46,2017-07-15 14:06:37,1,4.46,1,N,249,239,1,18.5,0.0,0.5,1.7,0.0,0.3,21.0,0 days 00:22:51
6041,57706354,1,2017-07-06 19:57:51,2017-07-06 20:04:34,1,1.2,1,N,163,142,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3,0 days 00:06:43
6042,47684519,1,2017-06-02 19:48:26,2017-06-02 19:55:23,1,0.6,1,N,237,43,1,6.0,1.0,0.5,1.55,0.0,0.3,9.35,0 days 00:06:57
6043,32193092,2,2017-04-19 21:30:31,2017-04-19 21:32:40,1,0.69,1,N,263,141,1,4.0,0.5,0.5,0.8,0.0,0.3,6.1,0 days 00:02:09
6044,79061631,2,2017-09-20 09:36:40,2017-09-20 10:03:49,1,1.3,1,N,48,170,1,16.5,0.0,0.5,0.7,0.0,0.3,18.0,0 days 00:27:09
6045,60537906,1,2017-07-16 15:47:22,2017-07-16 15:56:58,1,1.8,1,N,141,233,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,0 days 00:09:36
6046,110518761,2,2017-12-30 10:50:39,2017-12-30 11:04:31,1,1.55,1,N,230,141,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,0 days 00:13:52
6047,38182180,1,2017-05-05 11:22:00,2017-05-05 12:00:11,1,4.5,1,N,140,246,2,24.5,0.0,0.5,0.0,0.0,0.3,25.3,0 days 00:38:11
6048,103794274,2,2017-12-08 01:50:49,2017-12-08 02:06:45,1,3.65,1,N,114,181,1,15.0,0.5,0.5,0.0,0.0,0.3,16.3,0 days 00:15:56
6049,73601505,2,2017-09-01 16:27:02,2017-09-01 17:52:22,1,24.89,1,N,230,265,2,76.0,1.0,0.5,0.0,5.76,0.3,83.56,0 days 01:25:20
6050,3648427,1,2017-01-13 21:25:10,2017-01-13 21:41:33,1,4.3,1,N,144,255,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,0 days 00:16:23
6051,4628067,2,2017-01-24 20:03:03,2017-01-24 20:09:25,5,1.18,1,N,230,234,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,0 days 00:06:22
6052,85510371,2,2017-10-11 12:56:43,2017-10-11 13:38:47,1,3.15,1,N,140,186,1,24.5,0.0,0.5,7.59,0.0,0.3,32.89,0 days 00:42:04
6053,10287982,2,2017-02-12 12:30:47,2017-02-12 12:37:15,1,1.28,1,N,107,4,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,0 days 00:06:28
6054,99867612,1,2017-11-25 18:10:38,2017-11-25 18:20:11,1,1.2,1,N,161,234,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0 days 00:09:33
6055,68851360,2,2017-08-14 20:46:51,2017-08-14 20:56:51,5,2.37,1,N,186,125,1,10.0,0.5,0.5,2.82,0.0,0.3,14.12,0 days 00:10:00
